player,nation,position,age,matches_played,minutes_played,minutes_per_match,percent_of_squad_mins_played,90s_played,starts,minutes_per_start,complete_matches_played,sub_appearances,minutes_per_sub,matches_as_unused_sub,points_per_match,goals_scored_by_team_while_on_pitch,goals_allowed_by_team_while_on_pitch,goals_scored_goals_allowed_while_on_pitch_diff,goals_scored_goals_allowed_while_on_pitch_diff_per_ninety_played,net_goals_scored_while_player_on_pitch_minus_net_goals_allowed_while_player_on_pitch_per_ninety,team_xG_while_on_pitch,team_xGA_while_on_pitch,team_xGdiff_while_on_pitch,team_xGdiff_while_on_pitch_per_ninety,team_xG_plus_minus_net_diff_while_on_pitch
Henderson,ENG,GK,28,36,3240.0,90.0,100.0,36.0,36,90.0,36,0,,0,1.36,46.0,48.0,-2.0,-0.06,,57.0,45.6,11.4,0.32,
Mitchell,ENG,DF,25,36,3002.0,83.0,92.7,33.4,36,83.0,24,0,,0,1.36,42.0,45.0,-3.0,-0.09,-0.47,51.5,43.2,8.3,0.25,-0.91
Muñoz,COL,DF,28,35,3048.0,87.0,94.1,33.9,35,87.0,31,0,,0,1.4,43.0,43.0,0.0,0.0,0.94,53.7,42.0,11.7,0.35,0.49
Guéhi,ENG,DF,24,34,3059.0,90.0,94.4,34.0,34,90.0,33,0,,0,1.35,42.0,42.0,0.0,0.0,0.99,53.2,40.6,12.6,0.37,0.95
Lacroix,FRA,DF,25,33,2936.0,89.0,90.6,32.6,33,89.0,30,0,,0,1.45,44.0,42.0,2.0,0.06,1.25,53.7,39.8,13.9,0.43,1.16
Mateta,FRA,FW,27,35,2577.0,74.0,79.5,28.6,32,78.0,17,3,22.0,0,1.31,41.0,37.0,4.0,0.14,0.95,45.6,35.6,10.0,0.35,0.16
Eze,ENG,"MF,FW",26,32,2517.0,79.0,77.7,28.0,30,81.0,13,2,38.0,0,1.47,37.0,34.0,3.0,0.11,0.73,43.7,33.4,10.2,0.37,0.22
Sarr,SEN,MF,27,36,2559.0,71.0,79.0,28.4,28,85.0,12,8,22.0,0,1.36,38.0,36.0,2.0,0.07,0.6,48.0,34.7,13.2,0.47,0.7
Lerma,COL,"MF,DF",30,31,2094.0,68.0,64.6,23.3,24,78.0,16,7,31.0,1,1.39,30.0,33.0,-3.0,-0.13,-0.21,36.3,28.9,7.5,0.32,0.01
Hughes,ENG,MF,30,31,1985.0,64.0,61.3,22.1,22,77.0,3,9,32.0,0,1.42,28.0,30.0,-2.0,-0.09,-0.09,35.5,28.2,7.3,0.33,0.04
