player,nation,position,age,matches_played,starts,minutes,90s_played,goals,assists,goals_and_assists,non_pk_goals,pks_scored,pks_attempted,yellow_cards,red_cards,xG,npxG,xAG,npxG_plus_xAG,progressive_carries,progressive_passes,progressive_passes_received,goals_per_90,assists_per_90,goals_and_assists_per_90,non_pk_goals_per_90,npG_and_assists_per_90,xG_per_90,xAG_per_90,xG_plus_xAG_per_90,npxG_per_90,npxG_plus_xAG_per_90
Pedro Lima,BRA,DF,18,3,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,4.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.16,0.07,0.16
Nasser Djiga,BFA,DF,21,5,1,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Podence,POR,"MF,FW",28,2,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
Chiquinho,POR,MF,24,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.42
Mateus Mane,,MF,na,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom King,WAL,GK,29,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfie Pond,ENG,DF,20,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boubacar Traoré,MLI,MF,22,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tawanda Chirewa,ZIM,MF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Cundle,ENG,MF,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Edozie,ENG,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bastien Meupiyou,FRA,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wesley Okoduwa,ENG,FW,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squad Total,,,26,38,418,3420.0,38.0,53.0,42.0,95.0,53.0,0.0,0.0,79.0,2.0,43.7,43.7,35.4,79.1,607.0,1185.0,1179.0,1.39,1.11,2.5,1.39,2.5,1.15,0.93,2.08,1.15,2.08
Opponent Total,,,26,38,418,3420.0,38.0,66.0,47.0,113.0,59.0,7.0,9.0,85.0,3.0,58.1,51.0,41.5,92.5,767.0,1534.0,1522.0,1.74,1.24,2.97,1.55,2.79,1.53,1.09,2.62,1.34,2.44
